name,DR2_desig,RA_J2000,DEC_J2000,D,e_D,Pmem,J,e_J,K,e_K,rprime,e_rprime,G,e_G,BP,RP,binary,Prot,SingleFlagD19,Gaia_desig_EDR3,Gaia_desig_DR2,tail?,G_EDR3,G_DR2,note
2MASS J08414206+2034079,Gaia DR2 664459031561436544,130.425284,20.568867,188.446,7.625,99.5,nan,nan,13.829,0.044,18.8094,0.0103,17.9169,0.0015,19.686,16.6208,2,0.859,YYY-Y,Gaia EDR3 664459031561436544,Gaia DR2 664459031561436544,0,17.912872,17.91689,nan
2MASS J08414229+1939379,Gaia DR2 661252997391718272,130.426225,19.660547,182.828,1.477,100.0,nan,nan,8.476,0.019,9.467,0.02,9.4576,0.0002,9.7036,9.1181,2,nan,nan,Gaia EDR3 661252997391718272,Gaia DR2 661252997391718272,0,9.475089,9.45764701,nan
2MASS J08414234+1812478,Gaia DR2 659416705596732032,130.426455,18.213297,193.605,13.663,98.4,nan,nan,14.269,0.065,19.6219,0.015,18.596,0.0022,20.5518,17.2638,0,nan,nan,Gaia EDR3 659416705596732032,Gaia DR2 659416705596732032,0,18.588787,18.596042,nan
2MASS J08414334+2121422,Gaia DR2 664922956749165696,130.430592,21.361742,189.458,7.469,98.0,nan,nan,13.911,0.05,18.8941,0.0098,18.0091,0.0014,19.7384,16.7255,0,nan,nan,Gaia EDR3 664922956749165696,Gaia DR2 664922956749165696,0,18.00533,18.009147,nan
2MASS J08414342+2129504,Gaia DR2 664942404361149568,130.430917,21.497341,193.998,8.347,96.6,nan,nan,13.626,0.043,19.209,0.0128,18.124,0.0015,20.0581,16.7655,0,0.528,NNY-Y,Gaia EDR3 664942408657811968,Gaia DR2 664942404361149568,0,18.12533716,18.123972,nan
2MASS J08414358+2216132,Gaia DR2 665195188956482432,130.431617,22.270338,172.757,12.091,999.0,nan,nan,14.492,0.115,19.9281,0.027,18.6975,0.0022,20.5416,17.3388,0,nan,nan,Gaia EDR3 665195188956482432,Gaia DR2 665195188956482432,0,18.682823,18.697471,nan
2MASS J08414368+1957437,Gaia DR2 661402423595631232,130.432035,19.962158,191.798,2.298,99.6,nan,nan,10.258,0.019,12.058,0.02,12.0886,0.0004,12.5795,11.4978,0,9.15,NYYYY,Gaia EDR3 661402423595631232,Gaia DR2 661402423595631232,0,12.09978,12.08857202,nan
2MASS J08414382+2013368,Gaia DR2 661424074527577600,130.432596,20.226891,180.64,2.456,99.9,nan,nan,9.142,0.018,10.321,0.02,10.3368,0.0005,10.6472,9.9205,3,5.631,YYYYY,Gaia EDR3 661424074528836480,Gaia DR2 661424074527577600,0,10.354437,10.33683856,nan
2MASS J08414388+1918082,Gaia DR2 661222073627319296,130.432871,19.302284,182.311,1.07,99.0,nan,nan,11.635,0.019,14.973,0.02,14.7151,0.0004,15.7586,13.7415,0,16.698,YYY-Y,Gaia EDR3 661222073627319296,Gaia DR2 661222073627319296,0,14.72523,14.7150862,nan
2MASS J08414413+2036159,Gaia DR2 664463502623929088,130.433916,20.604443,186.917,3.647,99.8,nan,nan,12.991,0.026,17.5013,0.0054,16.8367,0.0014,18.4648,15.6197,2,7.401,YYY-Y,Gaia EDR3 664463502623929088,Gaia DR2 664463502623929088,0,16.841192,16.83671,nan
2MASS J08414418+2359166,Gaia DR2 690273438572842624,130.434108,23.987967,179.639,9.644,999.0,nan,nan,14.544,0.075,19.7925,0.0171,18.7684,0.0018,20.7342,17.4176,0,nan,nan,Gaia EDR3 690273438572842624,Gaia DR2 690273438572842624,0,18.75208116,18.768377,nan
2MASS J08414549+1916023,Gaia DR2 661221760091324544,130.439551,19.267324,182.984,1.49,99.9,nan,nan,8.933,0.019,10.027,0.02,10.0291,0.0002,10.3164,9.6421,0,4.902,YYNYY,Gaia EDR3 661221764391246080,Gaia DR2 661221760091324544,0,10.04542,10.02905115,nan
2MASS J08414776+1924439,Gaia DR2 661228189660736768,130.449041,19.412207,286.332,2.922,-999.0,nan,nan,10.096,0.021,11.306,0.019,11.2797,0.0006,11.5776,10.8794,2,nan,nan,,,,,,
2MASS J08414792+2023226,Gaia DR2 661430705957076096,130.449687,20.389618,197.7,10.222,99.5,nan,nan,14.23,0.061,19.3312,0.0131,18.3401,0.0021,20.0545,17.0173,0,0.33,YYY-Y,Gaia EDR3 661430705957076096,Gaia DR2 661430705957076096,0,18.332092,18.340082,nan
2MASS J08414793+1959500,Gaia DR2 661402664114086912,130.449731,19.997248,183.621,9.881,93.1,nan,nan,14.502,0.086,19.8501,0.0173,18.7666,0.0023,20.5173,17.3846,0,nan,nan,Gaia EDR3 661402664114086912,Gaia DR2 661402664114086912,0,18.745197,18.766616,nan
2MASS J08414818+1927312,Gaia DR2 661234473194513664,130.45079,19.458675,185.285,1.021,99.1,nan,nan,10.732,0.018,13.242,0.02,13.2104,0.0003,13.9163,12.4429,0,11.603,NYYYY,Gaia EDR3 661234473194513664,Gaia DR2 661234473194513664,0,13.22031,13.21043155,nan
2MASS J08414934+1911471,Gaia DR2 661220080762501120,130.455623,19.196424,191.69,1.562,99.5,nan,nan,10.834,0.018,13.897,0.004,13.797,0.0003,14.7203,12.8849,1,14.106,YNN-Y,Gaia EDR3 661220080762501120,Gaia DR2 661220080762501120,0,13.810671,13.79699851,nan
2MASS J08414946+2004362,Gaia DR2 661404317678099456,130.456116,20.076738,196.732,3.657,99.8,nan,nan,11.974,0.024,16.515,0.025,15.7339,0.0007,17.2659,14.5503,0,19.646,YNY-Y,Gaia EDR3 661404317678099456,Gaia DR2 661404317678099456,0,15.743262,15.73393342,nan
2MASS J08415005+1939347,Gaia DR2 661253027453650432,130.458562,19.659658,183.373,1.873,99.7,nan,nan,11.891,0.023,15.647,0.02,15.2404,0.0007,16.4371,14.1837,0,18.904,YY-YY,Gaia EDR3 661253027453650432,Gaia DR2 661253027453650432,0,15.247327,15.2403659,nan
2MASS J08415008+1952270,Gaia DR2 661396754238802816,130.458673,19.874176,183.15,1.908,100.0,nan,nan,4.683,0.015,nan,nan,6.6439,0.0002,7.1487,6.0394,2,nan,nan,Gaia EDR3 661396754238802816,Gaia DR2 661396754238802816,0,6.670002244,6.643918845,nan
2MASS J08415058+1929395,Gaia DR2 661234679353175296,130.460787,19.494328,178.768,7.492,99.4,nan,nan,14.125,0.057,19.1279,0.0114,18.2149,0.0016,19.9724,16.9032,0,0.593,YYY-Y,Gaia EDR3 661234679353175296,Gaia DR2 661234679353175296,0,18.204369,18.214937,nan
2MASS J08415192+2020479,Gaia DR2 661429675164926464,130.466345,20.346649,184.167,2.638,99.5,nan,nan,12.192,0.024,15.821,0.276,15.6234,0.0005,16.8989,14.5341,0,20.731,YYY-Y,Gaia EDR3 661429675164926464,Gaia DR2 661429675164926464,0,15.632096,15.62338431,nan
2MASS J08415199+2010013,Gaia DR2 661422837576998784,130.466638,20.167028,183.843,2.003,99.5,nan,nan,10.086,0.019,11.788,0.02,11.8018,0.0006,12.2689,11.2405,0,9.601,YYY-Y,Gaia EDR3 661422837576998784,Gaia DR2 661422837576998784,0,11.817413,11.8018435,nan
2MASS J08415223+1942283,Gaia DR2 661253753305952000,130.46764,19.707865,166.42,0.06,98.1,nan,nan,13.011,0.026,16.777,0.09,17.0591,0.0025,18.6444,15.7218,0,1.348,NY--Y,Gaia EDR3 661253753305952000,Gaia DR2 661253753305952000,0,17.153936,17.059063,nan
2MASS J08415228+1803067,Gaia DR2 659393929386140288,130.467854,18.051874,180.509,1.108,98.6,nan,nan,11.337,0.02,14.504,0.02,14.3227,0.0002,15.2907,13.3934,0,15.522,YY--Y,Gaia EDR3 659393929386140288,Gaia DR2 659393929386140288,0,14.333665,14.32265002,nan
2MASS J08415314+2009340,Gaia DR2 661422764560767360,130.471432,20.159456,184.587,1.83,100.0,nan,nan,7.79,0.017,8.514,0.001,8.4587,0.0002,8.6304,8.2171,1,nan,nan,Gaia EDR3 661422764560767360,Gaia DR2 661422764560767360,0,8.477043,8.458669002,nan
2MASS J08415335+1915558,Gaia DR2 661220974115692416,130.4723,19.265509,190.137,14.278,99.1,nan,nan,13.887,0.049,18.9505,0.0108,17.9479,0.0022,19.5616,16.6605,0,0.363,YYY-Y,Gaia EDR3 661220974115692416,Gaia DR2 661220974115692416,0,17.938192,17.94787,nan
2MASS J08415359+1936306,Gaia DR2 661249595777725568,130.473301,19.608521,177.073,6.058,99.9,nan,nan,13.673,0.05,18.3721,0.0078,17.6198,0.0014,19.2636,16.3617,0,1.232,YYY-Y,Gaia EDR3 661249595777725568,Gaia DR2 661249595777725568,0,17.608885,17.619781,nan
2MASS J08415364+2037159,Gaia DR2 664460685125455360,130.47353,20.621086,176.48,8.915,98.7,nan,nan,14.069,0.057,19.1893,0.0126,18.1851,0.0016,19.9734,16.878,0,1.08,XXXXX,Gaia EDR3 664460685125455360,Gaia DR2 664460685125455360,0,18.178432,18.185113,nan
2MASS J08415437+1915266,Gaia DR2 661220969817342848,130.476582,19.257416,185.881,1.242,99.8,nan,nan,9.643,0.019,11.128,0.02,11.2032,0.0012,11.6125,10.7031,2,8.266,YYYNN,Gaia EDR3 661220969817342848,Gaia DR2 661220969817342848,0,11.226812,11.2032342,nan
2MASS J08415464+1818102,Gaia DR2 659417667669302912,130.477685,18.302835,241.052,13.257,-999.0,nan,nan,13.494,0.038,18.4803,0.0084,17.5833,0.0011,19.3392,16.2899,0,nan,nan,,,,,,
2MASS J08415476+1937009,Gaia DR2 661249694558990848,130.478207,19.616941,182.819,12.507,99.5,nan,nan,14.537,0.08,19.873,0.0179,18.8396,0.0025,20.4199,17.4742,0,24.61,XXXXX,Gaia EDR3 661249694558990848,Gaia DR2 661249694558990848,0,18.81771,18.83959,nan
2MASS J08415529+3433562,Gaia DR2 717221369059984000,130.480392,34.56562,158.895,5.69,999.0,nan,nan,14.008,0.051,19.2179,0.0117,18.1978,0.0014,20.1113,16.8624,0,nan,nan,Gaia EDR3 717221369059984000,Gaia DR2 717221369059984000,1,18.19056516,18.197815,nan
2MASS J08415587+1941229,Gaia DR2 661253478428045568,130.482792,19.689711,183.092,1.526,99.9,nan,nan,9.544,0.018,10.864,0.015,10.8805,0.0006,11.2459,10.4168,0,8.056,YY-NY,Gaia EDR3 661253478428045568,Gaia DR2 661253478428045568,0,10.896363,10.88045441,nan
2MASS J08415633+1537472,Gaia DR2 657708824736752896,130.484737,15.629799,177.948,1.121,999.0,nan,nan,11.458,0.019,14.875,0.087,14.6667,0.0004,15.7545,13.671,0,17.67,XXXXX,Gaia EDR3 657708824736752896,Gaia DR2 657708824736752896,0,14.678762,14.66667062,nan
2MASS J08415782+1854422,Gaia DR2 661000693831238528,130.490929,18.911737,173.776,6.013,98.4,nan,nan,8.434,0.025,9.324,0.012,9.3182,0.0002,9.5448,9.0029,2,2.0,XXXXX,,,,,,
2MASS J08415884+2006272,Gaia DR2 661410360695218048,130.495183,20.107559,187.918,1.488,99.6,nan,nan,10.599,0.018,12.818,0.002,12.8486,0.0004,13.4761,12.1436,0,11.08,YYYYY,Gaia EDR3 661410360695218048,Gaia DR2 661410360695218048,0,12.857078,12.84858019,nan
2MASS J08415924+2055072,Gaia DR2 664486798525148160,130.496839,20.918671,189.454,2.483,99.7,nan,nan,9.705,0.02,11.106,0.019,11.0881,0.0013,11.4661,10.62,0,8.204,YY-YY,Gaia EDR3 664486794229860864,Gaia DR2 664486798525148160,0,11.109174,11.08806791,nan
2MASS J08415935+1944452,Gaia DR2 661347727189029504,130.497296,19.745892,187.267,2.66,99.8,nan,nan,11.889,0.019,15.631,0.02,15.224,0.0007,16.4247,14.1686,0,16.77,YYY-Y,Gaia EDR3 661347727189029504,Gaia DR2 661347727189029504,0,15.229515,15.22399147,nan
2MASS J08420159+1926461,Gaia DR2 661233584139655040,130.506649,19.44614,193.048,4.502,97.0,nan,nan,13.331,0.032,17.8969,0.0068,17.0999,0.001,18.7185,15.8848,1,21.0,XXXXX,Gaia EDR3 661233584139655040,Gaia DR2 661233584139655040,0,17.100718,17.09985,nan
2MASS J08420327+2110215,Gaia DR2 664916570133718272,130.513644,21.172661,181.27,7.332,99.0,nan,nan,13.945,0.049,19.0377,0.0115,18.1344,0.0014,19.9462,16.8272,0,nan,nan,Gaia EDR3 664916570133718272,Gaia DR2 664916570133718272,0,18.12212,18.134424,nan
2MASS J08420448+1932427,Gaia DR2 661235263468787328,130.518683,19.545214,193.0,7.196,96.8,nan,nan,13.773,0.054,18.8495,0.01,17.9481,0.0015,19.7334,16.635,0,0.785,NYY-Y,Gaia EDR3 661235263468787328,Gaia DR2 661235263468787328,0,17.934748,17.948059,nan
2MASS J08420470+1938007,Gaia DR2 661250145533531008,130.519596,19.633545,228.43,39.193,95.1,nan,nan,15.143,0.137,20.7003,0.0331,19.5559,0.0042,21.404,18.0615,0,0.683,NN--Y,Gaia EDR3 661250145533531008,Gaia DR2 661250145533531008,0,19.52210816,19.555894,nan
2MASS J08420517+2057565,Gaia DR2 664487623160237184,130.521573,20.965706,188.891,2.21,99.6,nan,nan,11.514,0.02,15.403,0.09,14.9717,0.0004,16.2829,13.8753,1,nan,nan,Gaia EDR3 664487623160237184,Gaia DR2 664487623160237184,0,14.977529,14.97170737,nan
2MASS J08420650+1924405,Gaia DR2 661233137463057152,130.527094,19.411251,184.192,1.904,99.8,nan,nan,7.431,0.024,7.944,0.001,7.9056,0.0004,8.0291,7.7429,1,nan,nan,Gaia EDR3 661233137463057152,Gaia DR2 661233137463057152,0,7.924559499,7.905570897,nan
2MASS J08420732+1837169,Gaia DR2 660975847444352512,130.530514,18.621372,214.165,31.704,95.5,nan,nan,14.706,0.1,20.1585,0.021,19.0613,0.0027,20.9593,17.682,0,0.274,XXXXX,Gaia EDR3 660975847444352512,Gaia DR2 660975847444352512,0,19.04835716,19.061338,nan
2MASS J08420785+2211051,Gaia DR2 665190039291682560,130.532743,22.184769,178.689,3.856,89.7,nan,nan,13.017,0.028,17.371,0.09,16.8241,0.0008,18.4074,15.6207,0,25.79,XXXXX,Gaia EDR3 665190039291682560,Gaia DR2 665190039291682560,0,16.824554,16.82406,nan
2MASS J08420932+1855490,Gaia DR2 660990484692472448,130.538855,18.930286,183.37,16.761,999.0,nan,nan,14.776,0.103,nan,nan,19.2741,0.0033,20.551,17.79,0,0.644,XXXXX,Gaia EDR3 660990484692472448,Gaia DR2 660990484692472448,0,19.25109922,19.27412,nan
2MASS J08421029+1846003,Gaia DR2 660983891919259776,130.542887,18.766773,174.38,6.266,97.1,nan,nan,13.746,0.046,18.6156,0.0089,17.7723,0.0014,19.5101,16.503,0,1.063,YYY-Y,Gaia EDR3 660983891919259776,Gaia DR2 660983891919259776,0,17.764292,17.772335,nan
2MASS J08421080+1856037,Gaia DR2 660990592068154752,130.545041,18.934366,201.895,3.266,99.2,nan,nan,7.353,0.02,7.942,0.001,7.8509,0.0004,7.9737,7.6874,1,nan,nan,Gaia EDR3 660990592068154752,Gaia DR2 660990592068154752,0,7.870527231,7.850860234,nan
2MASS J08421149+1916373,Gaia DR2 661222279785743616,130.547882,19.277044,182.714,1.057,98.8,nan,nan,10.173,0.016,11.869,0.02,11.9091,0.0006,12.3873,11.3346,3,7.973,YYYYY,Gaia EDR3 661222279785743616,Gaia DR2 661222279785743616,0,11.92576,11.90911912,nan
2MASS J08421233+1912488,Gaia DR2 661034155919816960,130.551408,19.213564,186.426,0.762,99.1,nan,nan,10.833,0.016,13.214,0.02,13.2367,0.0002,13.9414,12.4757,0,13.477,YYYYY,Gaia EDR3 661034155919816960,Gaia DR2 661034155919816960,0,13.246718,13.23668327,nan
2MASS J08421272+1841011,Gaia DR2 660976676374207616,130.553004,18.683641,184.711,6.637,96.7,nan,nan,13.56,0.04,18.1425,0.0075,17.412,0.001,19.0,16.1754,0,3.207,YYY-Y,Gaia EDR3 660976676374207616,Gaia DR2 660976676374207616,0,17.411726,17.412042,nan
2MASS J08421285+1916040,Gaia DR2 661222279785744512,130.553549,19.267778,184.518,2.196,99.4,nan,nan,10.481,0.014,13.002,0.02,13.0029,0.0006,13.724,12.2259,0,10.771,NYYNY,Gaia EDR3 661222279785744512,Gaia DR2 661222279785744512,0,13.015466,13.00293367,nan
2MASS J08421311+1918529,Gaia DR2 661222962682863616,130.554666,19.314697,167.239,7.783,85.1,nan,nan,14.306,0.074,19.6813,0.0168,18.6929,0.0023,20.2714,17.3452,0,1.764,YYY-Y,Gaia EDR3 661222962682863616,Gaia DR2 661222962682863616,0,18.674105,18.692865,nan
2MASS J08421364+1950086,Gaia DR2 661350750845994240,130.556852,19.835739,184.786,1.839,99.5,nan,nan,12.054,0.021,15.786,0.174,15.448,0.0006,16.6837,14.3756,0,21.942,YYY-Y,Gaia EDR3 661350750845994240,Gaia DR2 661350750845994240,0,15.454395,15.4479834,nan
2MASS J08421549+1941156,Gaia DR2 661344188136057984,130.564564,19.687679,181.259,1.613,99.9,nan,nan,8.773,0.016,9.757,0.01,9.7599,0.0002,10.0224,9.4004,0,2.68,XXXXX,Gaia EDR3 661344188136057984,Gaia DR2 661344188136057984,0,9.777529,9.759947542,nan
2MASS J08421550+1948576,Gaia DR2 661348517463001216,130.564586,19.816013,186.196,3.793,99.7,nan,nan,12.625,0.022,16.746,0.05,16.245,0.0006,17.6998,15.0876,0,15.334,YYY-Y,Gaia EDR3 661348517463001216,Gaia DR2 661348517463001216,0,16.25184,16.24497,nan
2MASS J08421664+2005325,Gaia DR2 661409609077800960,130.569367,20.092367,188.323,1.222,99.5,nan,nan,10.989,0.018,13.709,0.012,13.6746,0.0003,14.4884,12.8407,0,14.118,YYY-Y,Gaia EDR3 661409609077800960,Gaia DR2 661409609077800960,0,13.685377,13.67464729,nan
2MASS J08421753+1759148,Gaia DR2 658641996575437440,130.57308,17.987457,183.196,4.338,98.4,nan,nan,12.829,0.028,17.649,0.09,16.6437,0.0008,18.2385,15.4393,0,19.024,YYY-Y,Gaia EDR3 658642000872094464,Gaia DR2 658641996575437440,0,16.64319318,16.643661,nan
2MASS J08421833+1823320,Gaia DR2 659419905348245888,130.576379,18.392233,200.725,5.128,87.4,nan,nan,12.922,0.026,17.26,0.09,16.667,0.001,18.2038,15.4837,0,24.61,XXXXX,Gaia EDR3 659419905348245888,Gaia DR2 659419905348245888,0,16.672726,16.667001,nan
2MASS J08421883+2024350,Gaia DR2 661453688325924736,130.578492,20.409723,182.503,2.308,999.0,nan,nan,10.194,0.019,12.082,0.015,12.1363,0.0005,12.6518,11.521,0,9.86,XXXXX,Gaia EDR3 661453692623304704,Gaia DR2 661453688325924736,0,12.15527,12.13630678,nan
2MASS J08421923+1902148,Gaia DR2 661026738512909440,130.580162,19.037451,184.232,2.62,88.0,nan,nan,12.529,0.023,16.566,0.09,16.114,0.0007,17.504,14.9879,0,24.642,YYY-Y,Gaia EDR3 661026738512909440,Gaia DR2 661026738512909440,0,16.121225,16.113971,nan
2MASS J08422008+1909057,Gaia DR2 661031480156796544,130.583696,19.151611,187.132,0.915,99.1,nan,nan,10.696,0.016,13.039,0.008,13.0736,0.0003,13.7508,12.3337,0,12.04,YYYYY,Gaia EDR3 661031480156796544,Gaia DR2 661031480156796544,0,13.085061,13.0735739,nan
2MASS J08422012+2002117,Gaia DR2 661405966945537280,130.583849,20.036596,353.041,65.157,-999.0,nan,nan,8.408,0.021,9.564,0.02,9.5856,0.0004,9.8747,9.1593,2,nan,nan,Gaia EDR3 661405966945537280,Gaia DR2 661405966945537280,0,9.900244,9.585576322,nan
2MASS J08422021+2144439,Gaia DR2 664974015320042752,130.584223,21.745544,177.092,9.866,97.9,nan,nan,14.49,0.085,19.8321,0.0185,18.767,0.0019,20.4829,17.4071,0,0.177,NNY-Y,Gaia EDR3 664974015320042752,Gaia DR2 664974015320042752,0,18.75254,18.766992,nan
2MASS J08422111+2003208,Gaia DR2 661406546764571392,130.587961,20.055799,188.578,5.037,99.5,nan,nan,13.272,0.035,17.9234,0.0068,17.1807,0.0008,18.8066,15.9556,0,4.0,YYY-Y,Gaia EDR3 661406546764571392,Gaia DR2 661406546764571392,0,17.180061,17.180725,nan
2MASS J08422162+2010539,Gaia DR2 661412495295816960,130.590118,20.181648,188.07,1.987,100.0,nan,nan,8.28,0.021,9.126,0.009,9.1148,0.0002,9.3335,8.807,0,nan,nan,Gaia EDR3 661412495295816960,Gaia DR2 661412495295816960,0,9.132437,9.11477572,nan
2MASS J08422203+1846058,Gaia DR2 660983750184396672,130.591816,18.768295,171.211,5.488,92.3,nan,nan,14.003,0.056,19.0265,0.0108,18.1482,0.0015,19.9282,16.8518,0,2.629,YYY-Y,Gaia EDR3 660983750184396672,Gaia DR2 660983750184396672,0,18.139982,18.148235,nan
2MASS J08422314+1532084,Gaia DR2 609665939038899456,130.59643,15.535678,201.439,2.748,999.0,nan,nan,12.485,0.022,16.249,0.074,15.8917,0.0005,17.1936,14.8027,0,nan,nan,Gaia EDR3 609665939038899456,Gaia DR2 609665939038899456,0,15.901093,15.89171091,nan
2MASS J08422382+1923124,Gaia DR2 661229976367125504,130.599276,19.386799,180.757,5.358,99.2,nan,nan,13.405,0.035,18.3995,0.0081,17.511,0.001,19.2311,16.2247,1,0.28,YYY-Y,Gaia EDR3 661229976367125504,Gaia DR2 661229976367125504,0,17.502197,17.51104,nan
2MASS J08422474+0238584,Gaia DR2 3079215062713234560,130.603087,2.649574,235.577,13.886,999.0,nan,nan,14.967,0.128,18.9842,0.0113,18.4072,0.0016,19.8708,17.2138,0,nan,nan,Gaia EDR3 3079215062713234560,Gaia DR2 3079215062713234560,1,18.394236,18.407215,nan
2MASS J08422601+2113510,Gaia DR2 664923064123308672,130.608402,21.23086,182.649,4.118,94.0,nan,nan,11.903,0.026,16.249,0.138,16.5905,0.0027,nan,nan,0,nan,nan,Gaia EDR3 664923064123308672,Gaia DR2 664923064123308672,0,16.636402,16.5905,nan
2MASS J08422792+2635577,Gaia DR2 703205756901106176,130.616347,26.599382,193.436,8.048,999.0,nan,nan,13.699,0.04,18.7217,0.0091,17.8335,0.001,19.5672,16.5635,0,nan,nan,Gaia EDR3 703205756901106176,Gaia DR2 703205756901106176,0,17.82747,17.833509,nan
2MASS J08422804+1714485,Gaia DR2 658530396144737152,130.616871,17.246807,180.718,4.132,78.2,nan,nan,13.113,0.025,17.466,0.0057,16.8277,0.0008,18.3803,15.6394,0,18.31,XXXXX,Gaia EDR3 658530400441951744,Gaia DR2 658530396144737152,0,16.82756493,16.827697,nan
2MASS J08422968+1919526,Gaia DR2 661228739416624384,130.623681,19.331284,204.988,7.897,98.9,nan,nan,14.053,0.055,19.0897,0.0116,18.1739,0.0015,20.0101,16.8752,0,1.18,YYY-Y,Gaia EDR3 661228739416624384,Gaia DR2 661228739416624384,0,18.16614916,18.173929,nan
2MASS J08422988+1958317,Gaia DR2 661404764354696448,130.624524,19.975475,173.738,5.402,99.6,nan,nan,13.733,0.046,18.6376,0.0088,17.799,0.0015,19.5048,16.5356,0,0.585,YYY-Y,Gaia EDR3 661404764354696448,Gaia DR2 661404764354696448,0,17.793072,17.798952,nan
2MASS J08423074+1906578,Gaia DR2 661028284701128576,130.628101,19.116064,181.017,4.942,99.4,nan,nan,13.594,0.044,18.4918,0.0082,17.6555,0.0013,19.4675,16.3865,0,1.215,YYY-Y,Gaia EDR3 661028284701128576,Gaia DR2 661028284701128576,0,17.651209,17.655504,nan
2MASS J08423077+1929310,Gaia DR2 661235439565517568,130.628221,19.491962,185.481,3.862,99.8,nan,nan,13.233,0.032,17.6225,0.0063,16.9782,0.001,18.5464,15.7822,0,18.75,XXXXX,Gaia EDR3 661235439565517568,Gaia DR2 661235439565517568,0,16.978823,16.978246,nan
2MASS J08423205+1835281,Gaia DR2 660928259206807808,130.633583,18.59116,182.634,1.505,94.9,nan,nan,11.79,0.023,15.509,0.013,15.1003,0.0004,16.2675,14.065,0,18.84,YYY-Y,Gaia EDR3 660928259206807808,Gaia DR2 660928259206807808,0,15.10981,15.10026367,nan
2MASS J08423225+1923463,Gaia DR2 661229564050262528,130.634388,19.396202,193.691,3.865,99.9,nan,nan,9.458,0.016,10.82,0.012,10.8296,0.0006,11.1838,10.3748,2,10.224,YYYYN,Gaia EDR3 661229564050262528,Gaia DR2 661229564050262528,0,10.847842,10.82963057,nan
2MASS J08423248+3024189,Gaia DR2 706386266083385088,130.635362,30.405275,170.471,2.622,999.0,nan,nan,13.017,0.033,17.5059,0.0054,16.81,0.0009,18.4425,15.605,0,nan,nan,Gaia EDR3 706386266083385088,Gaia DR2 706386266083385088,1,16.809376,16.809984,nan
2MASS J08423366+1827290,Gaia DR2 660921868295373312,130.64029,18.458073,200.728,20.466,96.9,nan,nan,14.632,0.097,20.1467,0.0229,19.0388,0.0022,20.8478,17.6568,0,0.87,XXXXX,Gaia EDR3 660921868295373312,Gaia DR2 660921868295373312,0,19.02549916,19.038814,nan
2MASS J08423402+1936123,Gaia DR2 661331028356266752,130.641789,19.603418,187.2,3.18,99.6,nan,nan,12.106,0.022,16.513,0.111,15.8015,0.0006,17.3253,14.6238,0,1.153,YNY-Y,Gaia EDR3 661331028356266752,Gaia DR2 661331028356266752,0,15.807616,15.80150798,nan
2MASS J08423486+2059408,Gaia DR2 664862453545857920,130.64526,20.99468,177.882,1.451,95.9,nan,nan,11.747,0.018,15.282,0.02,14.9969,0.0004,16.1389,13.971,0,17.33,YY-YY,Gaia EDR3 664862453545857920,Gaia DR2 664862453545857920,0,15.006763,14.99693538,nan
2MASS J08423495+1855458,Gaia DR2 660989973592859264,130.645652,18.929392,189.616,4.724,57.3,nan,nan,13.316,0.032,17.8947,0.0066,17.1555,0.0008,18.8306,15.928,0,nan,nan,Gaia EDR3 660989973592859264,Gaia DR2 660989973592859264,0,17.154099,17.155498,nan
2MASS J08423681+1823199,Gaia DR2 660909189551857664,130.653398,18.38887,185.506,2.397,98.3,nan,nan,8.878,0.019,9.967,0.01,9.9594,0.0002,10.2415,9.5784,0,nan,nan,Gaia EDR3 660909189551857664,Gaia DR2 660909189551857664,0,9.976974,9.959395261,nan
2MASS J08423700+2008318,Gaia DR2 661408818803811200,130.654192,20.142191,185.798,1.057,99.4,nan,nan,10.871,0.019,13.502,0.052,13.4616,0.0004,14.229,12.657,0,12.22,YYY-Y,Gaia EDR3 661408818803811200,Gaia DR2 661408818803811200,0,13.472316,13.46158228,nan
2MASS J08423762+1959189,Gaia DR2 661358241268943616,130.656758,19.988607,194.85,4.865,99.5,nan,nan,13.39,0.042,18.0349,0.007,17.3429,0.0012,19.0552,16.0814,1,1.691,YYY-Y,Gaia EDR3 661358241268943616,Gaia DR2 661358241268943616,0,17.339325,17.342935,nan
2MASS J08423831+1832279,Gaia DR2 660924582714941184,130.659636,18.541088,227.693,20.939,97.2,nan,nan,14.785,0.104,20.2592,0.0249,19.2038,0.0023,21.0312,17.8206,0,0.563,NYY-Y,Gaia EDR3 660924582714941184,Gaia DR2 660924582714941184,0,19.19312916,19.203804,nan
2MASS J08423943+1924520,Gaia DR2 661229701489213824,130.664324,19.414446,185.731,4.86,99.1,nan,nan,13.499,0.043,18.1591,0.0071,17.3838,0.0011,19.0844,16.1467,0,2.242,YYY-Y,Gaia EDR3 661229701489213824,Gaia DR2 661229701489213824,0,17.377508,17.383789,nan
2MASS J08424021+1907590,Gaia DR2 661029727808613760,130.667565,19.133074,185.398,1.517,99.3,nan,nan,10.186,0.018,11.878,0.02,11.9006,0.0006,12.3651,11.3377,0,9.133,YYYYY,Gaia EDR3 661029727808613760,Gaia DR2 661029727808613760,0,11.918682,11.90059747,nan
2MASS J08424023+1538255,Gaia DR2 657711053824014208,130.667643,15.640421,190.459,7.055,62.0,nan,nan,13.988,0.045,19.0642,0.011,18.1134,0.0013,19.9293,16.813,0,nan,nan,Gaia EDR3 657711053824014208,Gaia DR2 657711053824014208,0,18.109768,18.113443,nan
