name,DR2_desig,RA_J2000,DEC_J2000,D,e_D,Pmem,J,e_J,K,e_K,rprime,e_rprime,G,e_G,BP,RP,binary,Prot,SingleFlagD19,Gaia_desig_EDR3,Gaia_desig_DR2,tail?,G_EDR3,G_DR2,note
2MASS J08253384+1638408,Gaia DR2 653008000212376960,126.39104,16.644672,199.045,5.984,999.0,nan,nan,13.583,0.038,18.2631,0.0075,17.4571,0.001,19.1075,16.2241,0,0.587,nan,Gaia EDR3 653008000212376960,Gaia DR2 653008000212376960,0,17.455694,17.457086,nan
2MASS J08253573+2106085,Gaia DR2 664164607259059328,126.398875,21.102379,178.702,6.563,86.7,nan,nan,13.257,0.029,17.9773,0.0069,17.2104,0.0026,18.8753,15.9598,0,nan,nan,Gaia EDR3 664164607259059328,Gaia DR2 664164607259059328,0,17.216671,17.21037,nan
2MASS J08254162+1930425,Gaia DR2 663346531952796416,126.423441,19.511806,218.974,10.169,89.9,nan,nan,14.168,0.048,18.9768,0.0105,18.1715,0.0016,19.9421,16.883,0,0.278,NYY-Y,Gaia EDR3 663346531952796416,Gaia DR2 663346531952796416,0,18.16893916,18.171493,nan
2MASS J08254452+2415598,Gaia DR2 678340400221526016,126.435504,24.266615,176.206,1.428,999.0,nan,nan,10.136,0.022,11.869,0.031,11.9413,0.0009,12.4263,11.3558,0,nan,nan,Gaia EDR3 678340400221526016,Gaia DR2 678340400221526016,0,11.946799,11.94128685,nan
2MASS J08254997+2007024,Gaia DR2 663800698974475008,126.458247,20.117336,203.091,13.78,999.0,nan,nan,14.665,0.068,20.1234,0.0235,18.9737,0.0027,20.6945,17.597,0,nan,nan,Gaia EDR3 663800698974475008,Gaia DR2 663800698974475008,0,18.958776,18.973674,nan
2MASS J08255438+2258522,Gaia DR2 677917607937780224,126.476591,22.981182,197.6,1.712,58.2,nan,nan,11.281,0.02,14.17,0.02,14.1017,0.0004,14.9759,13.2246,0,14.11,NYY-Y,Gaia EDR3 677917607937780224,Gaia DR2 677917607937780224,0,14.113681,14.10174818,nan
2MASS J08255732+2052590,Gaia DR2 664145056569128320,126.488847,20.88306,182.467,4.644,999.0,nan,nan,12.848,0.024,17.6143,0.0057,16.8389,0.0023,18.4794,15.5705,0,nan,nan,Gaia EDR3 664145056569128320,Gaia DR2 664145056569128320,0,16.84332,16.838888,nan
2MASS J08260122+2215200,Gaia DR2 677799719675648128,126.505115,22.25556,145.605,2.772,-999.0,nan,nan,13.172,0.027,17.8593,0.0061,17.1183,0.0013,18.871,15.8714,0,1.619,NYY-Y,,,,,,
2MASS J08260666+6517258,Gaia DR2 1093271353829635200,126.527789,65.290512,165.926,3.214,999.0,nan,nan,13.285,0.031,18.0365,0.0069,17.2276,0.0008,18.9871,15.9864,0,nan,nan,Gaia EDR3 1093271353829635200,Gaia DR2 1093271353829635200,1,17.230402,17.227592,nan
2MASS J08261240+0907175,Gaia DR2 599508646326244480,126.551685,9.121552,224.254,17.714,999.0,nan,nan,14.261,0.084,19.5666,0.0141,18.5649,0.0033,20.2834,17.2359,0,nan,nan,Gaia EDR3 599508646326244480,Gaia DR2 599508646326244480,1,18.551931,18.564884,nan
2MASS J08261340+1655056,Gaia DR2 653021709747963520,126.555859,16.918236,186.68,1.69,999.0,nan,nan,10.678,0.017,12.902,0.068,12.9173,0.0006,13.5624,12.2099,0,12.217,nan,Gaia EDR3 653021709747963520,Gaia DR2 653021709747963520,0,12.930154,12.91732649,nan
2MASS J08261745+1943357,Gaia DR2 663726280078225152,126.572728,19.72661,198.194,4.036,92.0,nan,nan,12.981,0.024,17.4646,0.0051,16.779,0.001,18.364,15.5859,0,9.246,NYY-Y,Gaia EDR3 663726280078225152,Gaia DR2 663726280078225152,0,16.782505,16.77895,nan
2MASS J08261798+2639409,Gaia DR2 680008604175536128,126.574937,26.661371,179.225,2.368,999.0,nan,nan,11.951,0.018,15.95,0.16,15.3902,0.0008,16.6578,14.3119,0,nan,nan,Gaia EDR3 680008604175536128,Gaia DR2 680008604175536128,0,15.396352,15.390166,nan
2MASS J08261891+0204369,Gaia DR2 3078189729465094784,126.578811,2.076929,215.037,12.002,999.0,nan,nan,14.372,0.08,19.4135,0.0157,18.5236,0.0026,20.0225,17.2145,0,nan,nan,Gaia EDR3 3078189729465094784,Gaia DR2 3078189729465094784,1,18.516548,18.523637,nan
2MASS J08262329+1933039,Gaia DR2 663718858374747648,126.597062,19.551085,202.6,7.346,999.0,nan,nan,13.696,0.034,18.5246,0.0082,17.7093,0.0014,19.451,16.4423,0,1.535,nan,Gaia EDR3 663718858374747648,Gaia DR2 663718858374747648,0,17.70355,17.709291,nan
2MASS J08262651+1606156,Gaia DR2 652908356971343872,126.610477,16.104347,209.521,5.475,999.0,nan,nan,13.352,0.037,17.8206,0.0067,17.1545,0.0011,18.735,15.9557,0,nan,nan,Gaia EDR3 652908356971343872,Gaia DR2 652908356971343872,1,17.158323,17.154514,nan
2MASS J08263330+1715390,Gaia DR2 662043580611443328,126.638755,17.260838,153.416,1.792,-999.0,nan,nan,12.279,0.02,16.078,0.09,15.8506,0.0006,17.2793,14.7079,0,nan,nan,,,,,,
2MASS J08263483+1933590,Gaia DR2 663720267122566400,126.645151,19.566412,166.42,0.06,95.9,nan,nan,12.431,0.026,16.387,0.123,16.3526,0.011,17.3344,14.8356,0,nan,nan,Gaia EDR3 663720267122566400,Gaia DR2 663720267122566400,0,16.519249,16.352556,nan
2MASS J08263520+2010567,Gaia DR2 663824274051928448,126.646704,20.182421,166.42,0.06,63.7,nan,nan,10.563,0.02,13.516,0.015,13.4368,0.0004,14.3159,12.547,1,nan,nan,Gaia EDR3 663824274051928448,Gaia DR2 663824274051928448,0,13.518227,13.43681579,nan
2MASS J08263937+1651529,Gaia DR2 653017449140403840,126.664042,16.864695,205.948,2.366,999.0,nan,nan,10.738,0.017,12.761,0.064,12.7714,0.0004,13.3361,12.1232,0,12.118,nan,Gaia EDR3 653017449140403840,Gaia DR2 653017449140403840,0,12.778727,12.77137604,nan
2MASS J08264231+1356278,Gaia DR2 651253145293821824,126.676299,13.941059,244.463,7.139,999.0,nan,nan,13.077,0.034,16.933,0.09,16.6964,0.0015,18.1541,15.524,0,nan,nan,Gaia EDR3 651253145293821824,Gaia DR2 651253145293821824,1,16.70699,16.696392,nan
2MASS J08264664+2234304,Gaia DR2 677845727365213312,126.694361,22.575129,175.592,3.503,999.0,nan,nan,12.643,0.025,16.999,0.273,16.3759,0.0013,17.8299,15.2033,0,9.51,XXXXX,Gaia EDR3 677845727365213312,Gaia DR2 677845727365213312,0,16.384785,16.375879,nan
2MASS J08264966+1406315,Gaia DR2 651308258314059264,126.706918,14.108773,195.242,2.549,999.0,nan,nan,12.51,0.021,16.782,0.032,16.0483,0.001,17.4075,14.9281,0,25.66,XXXXX,Gaia EDR3 651308258314059264,Gaia DR2 651308258314059264,0,16.060009,16.048322,nan
2MASS J08270079+2133587,Gaia DR2 664254595414894848,126.753325,21.566319,204.474,11.361,999.0,nan,nan,14.106,0.042,19.3699,0.0135,18.4224,0.002,20.1978,17.0831,0,0.319,nan,Gaia EDR3 664254595414894848,Gaia DR2 664254595414894848,0,18.424385,18.422353,nan
2MASS J08270584+1937171,Gaia DR2 662975927814718464,126.774373,19.621437,197.604,8.79,999.0,nan,nan,13.413,0.032,18.4792,0.008,17.5604,0.0016,19.3676,16.2365,0,0.285,XXXXX,Gaia EDR3 662975927814718464,Gaia DR2 662975927814718464,0,17.593502,17.560377,nan
2MASS J08270678+1719213,Gaia DR2 662045092440012288,126.778275,17.322603,192.102,1.192,51.3,nan,nan,11.443,0.02,14.539,0.043,14.4207,0.0002,15.3826,13.4941,0,16.886,NYY-Y,Gaia EDR3 662045092440012288,Gaia DR2 662045092440012288,0,14.431314,14.42067733,nan
2MASS J08271052+7257029,Gaia DR2 1123117390806672512,126.79385,72.950821,160.784,2.222,999.0,nan,nan,12.769,0.028,17.1834,0.0078,16.5353,0.001,18.1813,15.332,0,nan,nan,Gaia EDR3 1123117390806672512,Gaia DR2 1123117390806672512,1,16.536112,16.535255,nan
2MASS J08271123+1633157,Gaia DR2 652996141805564288,126.796802,16.554365,194.366,1.877,999.0,nan,nan,10.67,0.023,12.786,0.009,12.8316,0.0006,13.4455,12.1472,0,10.99,XXXXX,Gaia EDR3 652996141805564288,Gaia DR2 652996141805564288,0,12.84421,12.83158276,nan
2MASS J08271521+2022444,Gaia DR2 663834856851415040,126.813405,20.379002,189.524,1.952,999.0,nan,nan,10.343,0.017,12.569,0.037,12.5941,0.0006,13.1961,11.91,0,9.49,XXXXX,Gaia EDR3 663834856851415040,Gaia DR2 663834856851415040,0,12.603578,12.5941111,nan
2MASS J08271674+1633180,Gaia DR2 652949348139055488,126.819779,16.555002,198.521,3.544,999.0,nan,nan,12.551,0.025,16.552,0.158,16.1295,0.0011,17.5455,14.9997,0,20.43,XXXXX,Gaia EDR3 652949348139055488,Gaia DR2 652949348139055488,0,16.1405,16.129497,nan
2MASS J08272383+2327101,Gaia DR2 678033881297665920,126.849307,23.452822,192.986,7.792,999.0,nan,nan,13.967,0.04,18.9268,0.0102,18.0563,0.0019,19.7597,16.7765,0,1.048,nan,Gaia EDR3 678033881297665920,Gaia DR2 678033881297665920,0,18.054142,18.056314,nan
2MASS J08272784+3410377,Gaia DR2 903191047793849600,126.866008,34.177155,125.224,1.057,999.0,nan,nan,11.376,0.023,15.261,0.026,14.8061,0.0005,16.0902,13.7285,0,nan,nan,Gaia EDR3 903191047793849600,Gaia DR2 903191047793849600,1,14.814493,14.80608008,nan
2MASS J08273065+2013059,Gaia DR2 663781564897118592,126.877725,20.218332,186.141,1.311,61.9,nan,nan,10.899,0.021,13.519,0.02,13.5222,0.0005,14.3002,12.7151,0,12.954,YYY-Y,Gaia EDR3 663781564897655296,Gaia DR2 663781564897118592,0,13.5317604,13.52224305,nan
2MASS J08273094+2209003,Gaia DR2 665787074105505792,126.878923,22.150093,241.561,8.661,-999.0,nan,nan,13.65,0.033,18.1493,0.0072,17.496,0.0011,19.102,16.2844,0,nan,nan,,,,,,
2MASS J08273966-0901367,Gaia DR2 5752829215177081088,126.915288,-9.026868,267.652,9.427,999.0,nan,nan,13.866,0.054,18.0309,0.0075,17.4795,0.0011,18.9296,16.3284,0,nan,nan,Gaia EDR3 5752829215177081088,Gaia DR2 5752829215177081088,1,17.482077,17.47954,nan
2MASS J08274959+1211301,Gaia DR2 602738393013021440,126.956643,12.191702,207.848,11.92,999.0,nan,nan,13.976,0.057,18.7766,0.0096,17.9682,0.0022,19.6981,16.7114,0,2.36,XXXXX,Gaia EDR3 602738393013021440,Gaia DR2 602738393013021440,1,17.95856316,17.968153,nan
2MASS J08275060+2014363,Gaia DR2 663782904926907392,126.960865,20.243427,188.745,1.45,86.7,nan,nan,11.074,0.017,13.852,0.02,13.8243,0.0003,14.6603,12.9778,0,14.519,NYY-Y,Gaia EDR3 663782904926907392,Gaia DR2 663782904926907392,0,13.836049,13.82433076,nan
2MASS J08275096+1948207,Gaia DR2 663002663987903872,126.962347,19.805758,178.916,2.462,94.2,nan,nan,11.784,0.021,15.393,0.02,15.0727,0.0006,16.2313,14.0439,0,17.078,YYY-Y,Gaia EDR3 663002663987903872,Gaia DR2 663002663987903872,0,15.080159,15.07265131,nan
2MASS J08275380+1631048,Gaia DR2 652946908597734912,126.974192,16.518009,225.428,3.194,999.0,nan,nan,12.253,0.021,15.734,0.011,15.497,0.0008,16.6405,14.4786,0,nan,nan,Gaia EDR3 652946908597734912,Gaia DR2 652946908597734912,1,15.50955,15.49699605,nan
2MASS J08275813+2206074,Gaia DR2 665785802795255808,126.992224,22.102077,162.016,3.078,58.9,nan,nan,8.629,0.02,9.542,0.032,9.5515,0.0003,9.7998,9.2089,0,1.133,NYYYY,Gaia EDR3 665785802795255808,Gaia DR2 665785802795255808,0,9.568588,9.55152663,nan
2MASS J08280099+1954172,Gaia DR2 663755485855805568,127.004138,19.9048,192.384,1.618,85.0,nan,nan,10.49,0.017,12.461,0.004,12.4928,0.0003,13.041,11.8568,0,10.56,NYYYY,Gaia EDR3 663755485855805568,Gaia DR2 663755485855805568,0,12.503014,12.49276844,nan
2MASS J08280477+1458313,Gaia DR2 652498166117194368,127.019915,14.975362,195.443,8.734,999.0,nan,nan,14.021,0.048,18.7739,0.01,17.9813,0.0021,19.7396,16.6868,0,0.917,nan,Gaia EDR3 652498166117194368,Gaia DR2 652498166117194368,0,17.959015,17.981273,nan
2MASS J08281279+2427017,Gaia DR2 678709393749852416,127.0533,24.450497,193.02,1.58,999.0,nan,nan,11.513,0.02,14.574,0.037,14.4921,0.0003,15.4671,13.5561,0,nan,nan,Gaia EDR3 678709393749852416,Gaia DR2 678709393749852416,0,14.503288,14.49208808,nan
2MASS J08281331+1308265,Gaia DR2 650990396374509568,127.055494,13.140706,176.503,1.431,999.0,nan,nan,9.085,0.022,10.333,0.005,10.3507,0.0002,10.6759,9.9211,0,13.01,XXXXX,Gaia EDR3 650990396374509568,Gaia DR2 650990396374509568,0,10.36622,10.3506886,nan
2MASS J08281588+1812280,Gaia DR2 662254137087810816,127.066197,18.20779,196.827,9.155,83.9,nan,nan,13.586,0.034,18.6006,0.0088,17.6845,0.001,19.5062,16.3867,0,nan,nan,Gaia EDR3 662254137087810816,Gaia DR2 662254137087810816,0,17.681787,17.684461,nan
2MASS J08282020+1915307,Gaia DR2 662899481693765632,127.084179,19.258533,202.14,5.127,93.7,nan,nan,13.381,0.031,17.8723,0.0064,17.1785,0.0009,18.7758,15.9715,0,25.696,NYY-Y,Gaia EDR3 662899481693765632,Gaia DR2 662899481693765632,0,17.182123,17.178548,nan
2MASS J08282095+1950386,Gaia DR2 663003729139832576,127.087294,19.844061,231.06,2.426,-999.0,nan,nan,9.427,0.018,10.759,0.003,10.7483,0.0003,11.0751,10.3085,0,nan,nan,,,,,,
2MASS J08282465+2027540,Gaia DR2 663883132283474560,127.10273,20.465012,175.122,8.058,78.4,nan,nan,14.554,0.075,19.5682,0.0163,18.6172,0.0022,20.3649,17.3057,0,0.54,YYY-Y,Gaia EDR3 663883132283474560,Gaia DR2 663883132283474560,0,18.603447,18.617227,nan
2MASS J08282693+2006171,Gaia DR2 663765548961708032,127.11223,20.104761,151.919,4.05,-999.0,nan,nan,13.38,0.028,18.0066,0.0068,17.2596,0.0009,18.9543,16.0241,0,1.608,NYY-Y,,,,,,
2MASS J08282969+2015323,Gaia DR2 663864543665118208,127.123748,20.258989,290.272,2.586,-999.0,nan,nan,11.212,0.018,13.657,0.02,13.6705,0.0003,14.3785,12.9084,0,nan,nan,,,,,,
2MASS J08283251+1435555,Gaia DR2 651725626056126720,127.135488,14.598758,205.332,2.56,999.0,nan,nan,12.037,0.025,15.453,0.004,15.258,0.0007,16.3757,14.2458,0,25.1,XXXXX,Gaia EDR3 651725626056126720,Gaia DR2 651725626056126720,1,15.275574,15.25798833,nan
2MASS J08283495+2147423,Gaia DR2 665713505609707392,127.145634,21.795101,278.788,4.668,-999.0,nan,nan,10.729,0.02,12.642,0.08,12.6012,0.0002,13.0784,12.0182,0,nan,nan,,,,,,
2MASS J08283752+0443090,Gaia DR2 3092645524231950976,127.156339,4.71919,244.886,5.823,999.0,nan,nan,13.106,0.037,16.64,0.09,16.7293,0.002,18.2001,15.578,0,nan,nan,Gaia EDR3 3092645524231950976,Gaia DR2 3092645524231950976,1,16.728456,16.729293,nan
2MASS J08284865+1858359,Gaia DR2 662878586675461888,127.20271,18.976658,166.42,0.06,91.2,nan,nan,13.747,0.038,18.9799,0.0105,18.1187,0.0041,19.8917,16.6292,0,nan,nan,Gaia EDR3 662878586675461888,Gaia DR2 662878586675461888,0,18.316557,18.118732,nan
2MASS J08284992+1959203,Gaia DR2 663011734958828416,127.208036,19.988989,182.789,3.046,94.9,nan,nan,11.457,0.021,15.713,0.02,15.1256,0.0006,16.5474,13.9854,0,nan,nan,Gaia EDR3 663011734958828416,Gaia DR2 663011734958828416,0,15.131401,15.12564519,nan
2MASS J08285027+2107411,Gaia DR2 663991846495546496,127.209497,21.128103,189.392,4.845,72.3,nan,nan,13.191,0.029,17.8618,0.0061,17.0208,0.0015,18.625,15.7944,0,12.17,XXXXX,Gaia EDR3 663991846495546496,Gaia DR2 663991846495546496,0,17.02901,17.0208,nan
2MASS J08285221+1833334,Gaia DR2 662296292190172032,127.217542,18.559305,166.42,0.06,999.0,nan,nan,14.899,0.101,21.2374,0.0641,19.6916,0.0032,21.1873,18.1487,0,nan,nan,Gaia EDR3 662296292190172032,Gaia DR2 662296292190172032,0,19.68560016,19.691587,nan
2MASS J08285248+5538370,Gaia DR2 1033710121756896384,127.218696,55.643627,136.967,0.449,999.0,nan,nan,10.734,0.022,nan,nan,13.8221,0.0004,14.8419,12.8674,0,nan,nan,Gaia EDR3 1033710121756896384,Gaia DR2 1033710121756896384,1,13.829565,13.822077,nan
2MASS J08285400+2034416,Gaia DR2 663890171733055488,127.225001,20.578224,181.301,1.152,87.5,nan,nan,9.821,0.019,12.358,0.005,12.3531,0.0002,13.0884,11.5704,1,23.83,XXXXX,Gaia EDR3 663890171733055488,Gaia DR2 663890171733055488,0,12.363141,12.35314467,nan
2MASS J08291350+1928480,Gaia DR2 662932260884134272,127.306284,19.480009,193.159,1.868,999.0,nan,nan,9.645,0.019,11.029,0.02,11.0262,0.0012,11.4054,10.5606,0,7.992,nan,Gaia EDR3 662932260884134272,Gaia DR2 662932260884134272,0,11.049208,11.02624239,nan
2MASS J08291563+0436263,Gaia DR2 3092595290294339584,127.315143,4.607308,215.376,12.676,999.0,nan,nan,14.525,0.092,19.3483,0.013,18.471,0.0021,20.4269,17.1831,0,nan,nan,Gaia EDR3 3092595290294339584,Gaia DR2 3092595290294339584,1,18.46377716,18.471033,nan
2MASS J08291656+6707207,Gaia DR2 1093716552959714816,127.319041,67.122437,165.823,0.441,999.0,nan,nan,10.705,0.019,13.234,0.033,13.2795,0.0002,14.0449,12.4793,0,nan,nan,Gaia EDR3 1093716552959714816,Gaia DR2 1093716552959714816,1,13.289697,13.27945197,nan
2MASS J08291780+1742115,Gaia DR2 662172429630090880,127.324194,17.703205,187.124,5.002,87.2,nan,nan,12.1,0.023,16.508,0.09,15.8657,0.0008,17.4183,14.6789,0,12.217,YNY-Y,Gaia EDR3 662172429630090880,Gaia DR2 662172429630090880,0,15.877312,15.8656725,nan
2MASS J08291886+2043048,Gaia DR2 663916289430964480,127.328604,20.718008,195.743,3.312,999.0,nan,nan,12.403,0.022,16.745,0.293,15.9575,0.0008,17.3399,14.8388,0,24.02,XXXXX,Gaia EDR3 663916289430964480,Gaia DR2 663916289430964480,0,15.966128,15.95745784,nan
2MASS J08291905+2142560,Gaia DR2 665702858386928128,127.329402,21.715561,179.543,13.52,999.0,nan,nan,14.405,0.074,19.6733,0.0172,18.6319,0.0026,20.402,17.2875,0,nan,nan,Gaia EDR3 665702858386928128,Gaia DR2 665702858386928128,0,18.627008,18.631858,nan
2MASS J08292058+1810459,Gaia DR2 662227439571084032,127.335786,18.179436,171.483,3.311,93.7,nan,nan,13.044,0.031,17.7757,0.0061,16.9642,0.0015,18.6934,15.7162,0,nan,nan,Gaia EDR3 662227439571084032,Gaia DR2 662227439571084032,0,16.962389,16.964216,nan
2MASS J08292700+0503187,Gaia DR2 3092684763052816384,127.362541,5.055198,261.755,2.934,999.0,nan,nan,12.023,0.023,15.091,0.083,15.0283,0.0004,15.9956,14.0999,0,nan,nan,Gaia EDR3 3092684763052816384,Gaia DR2 3092684763052816384,1,15.040914,15.02831066,nan
2MASS J08292748+1218403,Gaia DR2 602757123366524928,127.364537,12.3112,227.211,6.923,999.0,nan,nan,13.492,0.041,18.2373,0.0073,17.4747,0.002,19.2046,16.2362,0,nan,nan,Gaia EDR3 602757123366524928,Gaia DR2 602757123366524928,1,17.465101,17.474744,nan
2MASS J08292796+2108383,Gaia DR2 663981126257232768,127.366527,21.14398,188.04,1.921,94.2,nan,nan,11.804,0.017,15.318,0.08,15.0591,0.0005,16.1958,14.0401,0,17.78,XXXXX,Gaia EDR3 663981126257232768,Gaia DR2 663981126257232768,0,15.070245,15.05905995,nan
2MASS J08293130-0807130,Gaia DR2 5753045230556804992,127.380457,-8.120286,264.452,13.87,999.0,nan,nan,14.347,0.08,18.661,0.0081,18.0485,0.0015,19.6037,16.8651,0,nan,nan,Gaia EDR3 5753045230556804992,Gaia DR2 5753045230556804992,1,18.043333,18.048498,nan
2MASS J08294342+1833482,Gaia DR2 662291142525978112,127.430924,18.563395,212.035,19.543,66.8,nan,nan,14.961,0.116,20.3892,0.0244,19.2705,0.003,20.7639,17.8517,0,nan,nan,Gaia EDR3 662291142525978112,Gaia DR2 662291142525978112,0,19.247662,19.270483,nan
2MASS J08294438+2040232,nan,127.43493,20.673124,166.42,0.06,94.7,nan,nan,9.808,0.018,11.691,0.014,11.8045,0.2792,nan,nan,1,nan,nan,Gaia EDR3 663913162693491840,nan,0,12.418016,nan,nan
2MASS J08295083+1823566,Gaia DR2 662284369360831232,127.461827,18.399082,171.518,11.991,87.3,nan,nan,14.586,0.077,20.1041,0.0225,19.0184,0.0022,20.8236,17.6109,0,nan,nan,Gaia EDR3 662284369360831232,Gaia DR2 662284369360831232,0,19.00904616,19.018362,nan
2MASS J08295363+2226322,Gaia DR2 665810301288657920,127.473469,22.442305,223.984,2.206,999.0,nan,nan,8.781,0.02,9.752,0.014,9.7486,0.0003,10.0211,9.382,0,6.14,XXXXX,Gaia EDR3 665810301288657920,Gaia DR2 665810301288657920,1,9.767525,9.748647818,nan
2MASS J08295706+1834000,Gaia DR2 662291383044141824,127.487767,18.566683,174.895,3.361,96.8,nan,nan,11.297,0.02,15.004,0.088,14.6467,0.0008,15.808,13.6107,1,12.368,NNN-Y,Gaia EDR3 662291383044141824,Gaia DR2 662291383044141824,0,14.661613,14.64668678,nan
2MASS J08295869+1928590,Gaia DR2 662930091923625216,127.494561,19.483074,177.843,12.561,96.8,nan,nan,14.611,0.077,19.9414,0.0185,18.8711,0.0019,20.7383,17.5236,0,3.252,NYY-Y,Gaia EDR3 662930091923625216,Gaia DR2 662930091923625216,0,18.86730216,18.87108,nan
2MASS J08300265+1956111,Gaia DR2 663090311383805312,127.511066,19.936417,160.655,7.988,79.5,nan,nan,14.26,0.059,20.1809,0.0226,18.8824,0.0021,20.9256,17.4534,0,nan,nan,Gaia EDR3 663090311383805312,Gaia DR2 663090311383805312,0,18.88402916,18.882412,nan
2MASS J08300294+1757021,Gaia DR2 662182909350261632,127.51225,17.950592,185.39,8.218,71.7,nan,nan,13.724,0.046,18.8842,0.0103,17.9156,0.0013,19.7566,16.5866,0,1.329,NYY-Y,Gaia EDR3 662182909350261632,Gaia DR2 662182909350261632,0,17.912079,17.91557,nan
2MASS J08300599+1816463,Gaia DR2 662227022957355520,127.524984,18.279543,183.284,9.798,95.1,nan,nan,14.3,0.063,19.3535,0.013,18.4016,0.002,20.1719,17.0594,0,nan,nan,Gaia EDR3 662227022957355520,Gaia DR2 662227022957355520,0,18.39407316,18.401643,nan
2MASS J08301213+2313370,Gaia DR2 677975641541260416,127.550563,23.226967,228.948,4.849,-999.0,nan,nan,10.255,0.022,12.152,0.02,12.1694,0.0002,12.6723,11.5659,0,28.91,NYYNY,Gaia EDR3 677975641541260416,Gaia DR2 677975641541260416,0,12.180445,12.1694135,nan
2MASS J08301410+1825199,Gaia DR2 662239224961307520,127.55878,18.422209,144.172,2.307,74.8,nan,nan,12.805,0.028,17.119,0.09,16.5623,0.0009,18.1405,15.3678,0,nan,nan,Gaia EDR3 662239224961307520,Gaia DR2 662239224961307520,1,16.56717,16.562269,nan
2MASS J08301710+1539450,Gaia DR2 652643129853607424,127.571273,15.662513,204.245,8.996,999.0,nan,nan,13.909,0.05,18.8343,0.0097,17.9238,0.0019,19.672,16.6399,0,1.632,nan,Gaia EDR3 652643129853607424,Gaia DR2 652643129853607424,0,17.91921,17.923841,nan
2MASS J08303516+1619173,Gaia DR2 658736180914476672,127.646534,16.321478,154.35,2.128,-999.0,nan,nan,12.535,0.027,16.65,0.151,16.1125,0.0011,17.5446,14.9693,0,2.388,NYY-Y,,,,,,
2MASS J08303665+1822380,Gaia DR2 662235170512361856,127.652738,18.37723,177.311,5.995,89.4,nan,nan,13.343,0.032,18.7188,0.0091,17.6618,0.0015,19.7215,16.3125,0,nan,nan,Gaia EDR3 662235170512361856,Gaia DR2 662235170512361856,0,17.655489,17.661819,nan
2MASS J08303865+1728194,Gaia DR2 659151177834641152,127.661053,17.472069,181.422,1.947,89.7,nan,nan,11.825,0.021,15.578,0.02,15.1342,0.0006,16.3265,14.0887,0,18.31,XXXXX,Gaia EDR3 659151177834641152,Gaia DR2 659151177834641152,0,15.140816,15.13421268,nan
2MASS J08304089+0641091,Gaia DR2 595700354659928448,127.670387,6.685862,255.992,3.51,999.0,nan,nan,9.106,0.021,9.922,0.082,9.9389,0.0004,10.1645,9.6321,0,nan,nan,Gaia EDR3 595700354659928448,Gaia DR2 595700354659928448,1,9.955612,9.938928963,nan
2MASS J08304258+1922308,Gaia DR2 662915940008482304,127.677435,19.375225,189.578,7.343,77.2,nan,nan,13.77,0.041,18.6604,0.0093,17.7917,0.0009,19.5281,16.5118,0,1.43,YYY-Y,Gaia EDR3 662915940008482304,Gaia DR2 662915940008482304,0,17.791424,17.7917,nan
2MASS J08304851+2136453,Gaia DR2 665507969950936064,127.702154,21.612593,188.499,8.121,78.1,nan,nan,14.0,0.053,19.173,0.0122,18.1968,0.002,19.9224,16.8833,0,1.315,YYY-Y,Gaia EDR3 665507969950936064,Gaia DR2 665507969950936064,0,18.19709416,18.1968,nan
